# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
	партесное пение	ru-RU	
	Пасха	ru-RU	
	Пасха Крестная	ru-RU	
	пастырь	ru-RU	
	пастырь добрый	ru-RU	
	патерик	ru-RU	
	патриарх	ru-RU	
	патриархат	ru-RU	
	патриархи ветхозаветные	ru-RU	
	патристика	ru-RU	
	певец	ru-RU	
	первосвященник	ru-RU	
	перихорезис	ru-RU	
	перстосложение	ru-RU	
	Петров пост	ru-RU	
	печаль	ru-RU	
	печать антихриста	ru-RU	
	плащаница	ru-RU	
	плоды Святого Духа	ru-RU	
	плоть	ru-RU	
	пневматология	ru-RU	
	подвиг	ru-RU	
	подвижник	ru-RU	
	подвижничество	ru-RU	
	подвижные праздники	ru-RU	
	подворье	ru-RU	
	подготовка к исповеди	ru-RU	
	подготовка к причастию	ru-RU	
	подобен	ru-RU	
	подризник	ru-RU	
	подрясник	ru-RU	
	покаяние	ru-RU	
	поклон	ru-RU	
	покров	ru-RU	
	покровение головы	ru-RU	
	покровцы	ru-RU	
	полиелей	ru-RU	
	полунощница	ru-RU	
	помазанник	ru-RU	
	поместная Церковь	ru-RU	
	поместный собор	ru-RU	
	поминки	ru-RU	
	поминовение усопших	ru-RU	
	помянник	ru-RU	
	пономарь	ru-RU	
	попразднство	ru-RU	
	попущение Божие	ru-RU	
	поручи	ru-RU	
	посвящение	ru-RU	
	послания апостольские	ru-RU	
	последование	ru-RU	
	послушание	ru-RU	
	послушник	ru-RU	
	пост перед причастием	ru-RU	
	постриг монашеский	ru-RU	
	посты Православной Церкви	ru-RU	
	потир	ru-RU	
	потоп всемирный	ru-RU	
	почитание	ru-RU	
	пояс	ru-RU	
	праведность	ru-RU	
	праведные	ru-RU	
	правила благочестия	ru-RU	
	правило ко Святому Причащению	ru-RU	
	правило молитвенное	ru-RU	
	православие	ru-RU	
	правосудие Божие	ru-RU	
	праздники церковные	ru-RU	
	праотцы	ru-RU	
	прародители	ru-RU	
	Предание Священное	ru-RU	
	предвечный совет Святой Троицы	ru-RU	
	преддверие рая	ru-RU	
	предпразднство	ru-RU	
	прелесть духовная	ru-RU	
	преложение Святых Даров	ru-RU	
	преподобный	ru-RU	
	пресвитер	ru-RU	
	преставление	ru-RU	
	престол	ru-RU	
	престол Божий	ru-RU	
	пресуществление хлеба и вина	ru-RU	
	придел	ru-RU	
	призвание	ru-RU	
	приснодевство	ru-RU	
	присоединение к Православной Церкви	ru-RU	
	присутствие Божие	ru-RU	
	притвор	ru-RU	
	притчи	ru-RU	
	приход	ru-RU	
	причастен	ru-RU	
	причастие	ru-RU	
	причетник	ru-RU	
	причт	ru-RU	
	Пришествия Христа	ru-RU	
	прогресс	ru-RU	
	прозелит	ru-RU	
	прозорливость	ru-RU	
	прокимен	ru-RU	
	проклятие	ru-RU	
	пролог	ru-RU	
	промысл Божий	ru-RU	
	прообраз	ru-RU	
	проповедь	ru-RU	
	пророки	ru-RU	
	пророчество	ru-RU	
	просветление	ru-RU	
	просвещение	ru-RU	
	проскомидия	ru-RU	
	простота	ru-RU	
	просфора	ru-RU	
	протестантизм	ru-RU	
	протодиакон	ru-RU	
	протоиерей	ru-RU	
	протопресвитер	ru-RU	
	прощение	ru-RU	
	прощёное воскресенье	ru-RU	
	псалмопение	ru-RU	
	псалмы	ru-RU	
	псалтирь	ru-RU	
	псалтирь по усопшим	ru-RU	
	пустынь	ru-RU	
